"tube","session","root.len.prod","root.len.mort","root.len.stand","rhiz.len.prod","rhiz.len.mort","rhiz.len.stand","myc.prod","myc.mort","myc.stand","tube.east","tube.north","ring","block","co2treat","ntreat","fulldate","year","mo","doe","doy"
61,60,4.85213394618726,-0.716976678495289,6.58459660310078,0,-1.47965609461976,5.16638102905556,0,0,0,163.800685296065,164.121567317579,6,3,0,1,2004-07-18,2004,7,2390,199
62,60,0,0,4.69510183665119,0,-2.16466832127808,2.18685638803517,0,0,0,166.721742091595,161.639267072616,6,3,0,1,2004-07-18,2004,7,2390,199
63,60,0,0,4.61897663550737,0,0,8.75515219857288,0,0,0,170.185834434808,161.706123821096,6,3,0,1,2004-07-18,2004,7,2390,199
64,60,0,0,0,1.70701380192381,0,3.96404865645841,0,0,0,158.160305300194,154.562457466387,6,3,0,1,2004-07-18,2004,7,2390,199
65,60,0.629614976624938,0,6.23303450801801,0,0,7.28409165512023,0,0,0,158.277962215774,152.816721362976,6,3,0,1,2004-07-18,2004,7,2390,199
66,60,0,0,8.33210230027031,0,0,8.06039934658364,0,0,0,157.795122961006,148.816005188868,6,3,0,1,2004-07-18,2004,7,2390,199
67,60,0.965206818635903,0,4.87682284526362,1.96313730097254,0,1.96313730097254,0,0,0,NA,NA,6,3,0,0,2004-07-18,2004,7,2390,199
68,60,0,0,2.62360347700106,0,0,2.25758015214268,0,0,0,147.714739134704,159.695299341689,6,3,0,0,2004-07-18,2004,7,2390,199
69,60,0,0,1.58517796896618,0,0,0,0,0,0,145.08939986545,160.867562602333,6,3,0,0,2004-07-18,2004,7,2390,199
70,60,0,0,0.610040229781095,0,0,1.00014288655641,0,0,0,156.150898796888,165.490053450557,6,3,0,0,2004-07-18,2004,7,2390,199
71,60,0,0,0,0,0,0,0,0,0,156.835445339795,168.780363973415,6,3,0,0,2004-07-18,2004,7,2390,199
72,60,0.7771635033453,0,5.46619283072631,0,0,4.77279140507214,0,0,0,156.137004822907,172.20390611372,6,3,0,0,2004-07-18,2004,7,2390,199
1,61,0,0,0.576410059620076,0,0,2.43400744758065,0,0,0,NA,NA,1,1,0,0,2004-10-02,2004,10,2466,275
2,61,0,0,10.5299333107994,0,0,0,0,0,1018.29537354469,NA,NA,1,1,0,0,2004-10-02,2004,10,2466,275
3,61,0,0,0,0,0,0,0,0,0,26.0791734837054,463.610890423291,1,1,0,0,2004-10-02,2004,10,2466,275
4,61,0,0,2.63897515125548,0,0,9.62437178441732,0,0,0,NA,NA,1,1,0,1,2004-10-02,2004,10,2466,275
5,61,0,0,6.81385133741207,0,-2.63540127240174,13.4775488227916,0,0,0,15.6143176607629,454.174897515308,1,1,0,1,2004-10-02,2004,10,2466,275
6,61,0,0,10.4159116680593,0,0,7.19236250014482,0,0,0,NA,NA,1,1,0,1,2004-10-02,2004,10,2466,275
7,61,0,0,8.98095564073645,0,0,4.23860367923736,0,0,0,6.58275624231656,456.863868576625,1,1,0,1,2004-10-02,2004,10,2466,275
8,61,0,0,14.6383191662905,0,0,0,0,0,0,4.65237782536246,457.263283072285,1,1,0,1,2004-10-02,2004,10,2466,275
9,61,0,0,6.67189783733168,0,-1.33193257167143,0,0,0,8294.86439699942,3.13529002206533,457.374502798104,1,1,0,1,2004-10-02,2004,10,2466,275
10,61,0,0,6.81940432464557,0,0,10.4560242613446,0,0,0,7.33250505321454,461.468185754259,1,1,0,0,2004-10-02,2004,10,2466,275
11,61,0,0,2.05004911598344,0,0,0,0,0,0,10.4543812194987,469.053045249221,1,1,0,0,2004-10-02,2004,10,2466,275
12,61,0,0,3.73996008526039,3.51872576086075,0,6.34306147556894,0,0,0,10.0229852608838,472.093382604188,1,1,0,0,2004-10-02,2004,10,2466,275
13,61,0,-2.26021837049569,10.4880805579364,0,0,0,0,0,1018.29537354469,143.536193306607,495.877808000882,2,1,1,1,2004-10-02,2004,10,2466,275
14,61,0,0,0,0,0,0,0,0,0,146.075929757999,496.051562093438,2,1,1,1,2004-10-02,2004,10,2466,275
16,61,0,0,1.11460660363533,0,0,4.34052874529953,0,0,0,140.595017872302,487.901071091808,2,1,1,1,2004-10-02,2004,10,2466,275
17,61,0,0,1.76168758169483,0,0,0.768337396013445,0,0,0,140.728408357868,486.744740681272,2,1,1,1,2004-10-02,2004,10,2466,275
18,61,0,0,21.092604894078,0,0,12.6821771200818,0,0,0,140.219190874618,485.408309514947,2,1,1,1,2004-10-02,2004,10,2466,275
19,61,0,0,0.532835757492855,0,0,6.43101699252457,0,0,0,134.595592049068,490.905496200262,2,1,1,0,2004-10-02,2004,10,2466,275
20,61,0,0,9.40630026054947,0,0,5.77782420969811,0,0,0,130.444634020807,491.143390762066,2,1,1,0,2004-10-02,2004,10,2466,275
21,61,0,0,14.2121023388883,0,0,9.61019536230482,0,0,1081.93883439123,128.662965565304,490.975697765585,2,1,1,0,2004-10-02,2004,10,2466,275
22,61,0,0,14.9147182705971,0,0,6.73634605132087,0,0,0,136.377607528524,498.564578075477,2,1,1,0,2004-10-02,2004,10,2466,275
23,61,0,0,4.59675401581346,0,0,0,0,0,0,136.400437860386,504.643310219923,2,1,1,0,2004-10-02,2004,10,2466,275
24,61,0,0,1.7555381752025,0,-0.894137525160127,18.8178932180105,0,0,0,136.189125755376,506.099511883354,2,1,1,0,2004-10-02,2004,10,2466,275
25,61,0,0,5.90392108759637,0,0,3.77275285483478,0,0,0,4.48253601800892,237.310912134074,3,2,1,0,2004-10-02,2004,10,2466,275
26,61,0,0,6.31674446836275,0,0,1.38383014697668,0,0,0,6.61267268904914,237.467322102073,3,2,1,0,2004-10-02,2004,10,2466,275
27,61,0,0,4.86979335514504,0,0,6.57694319111006,0,0,0,10.3310760296254,237.707309305496,3,2,1,0,2004-10-02,2004,10,2466,275
28,61,0,0,22.6691676217844,3.42944910220291,-1.90312697980706,6.40296102408401,0,0,0,1.97464556146879,230.613774146605,3,2,1,1,2004-10-02,2004,10,2466,275
29,61,0,0,18.4297682087371,0,0,0,0,0,0,1.99648029786844,227.184506382921,3,2,1,1,2004-10-02,2004,10,2466,275
30,61,0,0,9.54007093921183,0,0,0.610857305110765,0,0,0,1.89798862958539,222.942211838242,3,2,1,1,2004-10-02,2004,10,2466,275
31,61,0,0,3.27311129074122,0,0,7.408757380863,0,0,13916.703438444,-7.15595601899253,230.137970327543,3,2,1,1,2004-10-02,2004,10,2466,275
32,61,0,0,1.26790375665627,0,0,1.26248301062584,0,0,0,-8.51656489690314,230.129854870543,3,2,1,1,2004-10-02,2004,10,2466,275
33,61,0,0,7.59497230378861,0,0,3.12230194917182,0,0,0,-10.1819755033672,228.928189790243,3,2,1,1,2004-10-02,2004,10,2466,275
34,61,0,0,5.20648631795165,0,0,0,0,0,0,-2.8896032625905,237.565019542449,3,2,1,0,2004-10-02,2004,10,2466,275
35,61,0,0,1.35765704258975,0,0,2.03886311081716,0,0,0,-1.75632508108452,241.625111308262,3,2,1,0,2004-10-02,2004,10,2466,275
36,61,0,0,15.3985935328691,0,0,7.43348000716262,0,0,0,-0.427197265283505,246.73611116136,3,2,1,0,2004-10-02,2004,10,2466,275
37,61,0,0,0,0,0,0,0,0,0,127.667453109657,316.760501473659,4,3,1,0,2004-10-02,2004,10,2466,275
38,61,0,0,6.08752345280587,0,0,2.3651463662404,0,0,0,131.9991158778,316.25872155639,4,3,1,0,2004-10-02,2004,10,2466,275
39,61,0,0,39.5071958523468,0,0,19.3398702069741,0,0,0,133.51737910484,315.89147977918,4,3,1,0,2004-10-02,2004,10,2466,275
40,61,0,0,14.7138925367079,0,-7.91853616686385,12.9843280073708,0,0,0,120.374459544567,309.722729188392,4,3,1,0,2004-10-02,2004,10,2466,275
41,61,0,-1.17029171012037,0,0,0,6.54733030798659,0,0,0,119.302030817482,307.734152317727,4,3,1,0,2004-10-02,2004,10,2466,275
42,61,0,-0.948574660868006,19.8847446141626,0,0,7.73695438626159,0,0,0,117.685840817869,303.806082073302,4,3,1,0,2004-10-02,2004,10,2466,275
43,61,0,0,4.39418875751094,0,0,4.33597461741261,0,0,0,113.467739281492,314.55913465151,4,3,1,1,2004-10-02,2004,10,2466,275
44,61,0,0,11.4620871965719,0,0,3.44719305152636,0,0,0,109.37935835955,313.96182697251,4,3,1,1,2004-10-02,2004,10,2466,275
45,61,0,0,7.9179955150288,0,0,5.788177895592,0,0,0,108.320991150716,315.790725048179,4,3,1,1,2004-10-02,2004,10,2466,275
46,61,0,0,6.82104444584915,0,0,3.02366449342244,0,0,0,118.361646355229,324.07084982471,4,3,1,1,2004-10-02,2004,10,2466,275
47,61,0,0,1.310031916751,0,0,2.57239602462364,0,0,0,118.40911013529,325.51118734285,4,3,1,1,2004-10-02,2004,10,2466,275
48,61,0,0,1.67083425474498,0,0,0,0,0,0,117.915430733629,327.877797083958,4,3,1,1,2004-10-02,2004,10,2466,275
49,61,0,0,6.45946828721295,0,0,13.1800998661175,0,-678.863582363124,0,22.5056070418115,120.349846758796,5,2,0,1,2004-10-02,2004,10,2466,275
50,61,0,0,60.8936401370863,0,0,2.72865282541833,0,0,0,26.6759942895578,119.743577796122,5,2,0,1,2004-10-02,2004,10,2466,275
51,61,0,0,2.2473433364763,0,0,0,0,0,0,28.3925992504049,120.018794738012,5,2,0,1,2004-10-02,2004,10,2466,275
52,61,0,0,0,0,0,0,0,0,0,20.0581666809568,113.14005709879,5,2,0,1,2004-10-02,2004,10,2466,275
53,61,0,0,21.5865743141191,0,0,0,0,0,0,19.524150362894,109.045581873764,5,2,0,1,2004-10-02,2004,10,2466,275
54,61,0,0,5.43661700732136,2.39707035811273,0,4.36251152696135,0,0,0,19.6456451567674,106.132685543379,5,2,0,1,2004-10-02,2004,10,2466,275
55,61,0,0,23.0331899250953,1.19808954779759,0,12.5553451665624,0,0,0,14.1680710631876,115.684176955481,5,2,0,0,2004-10-02,2004,10,2466,275
56,61,5.89011109175695,0,9.54428131619047,0,0,3.64792427297064,0,0,0,12.9028354322694,116.449165312867,5,2,0,0,2004-10-02,2004,10,2466,275
57,61,0,0,32.3354643137268,0,0,2.96202783411826,0,0,2885.17022504328,9.93991920368886,116.296335077776,5,2,0,0,2004-10-02,2004,10,2466,275
58,61,0,0,3.38084226645314,0,0,6.94786083784368,0,0,0,16.55459294105,124.858778148039,5,2,0,0,2004-10-02,2004,10,2466,275
59,61,0,0,1.5856627263446,0,0,5.02271550717512,0,0,0,16.845590742682,128.38958863911,5,2,0,0,2004-10-02,2004,10,2466,275
60,61,0,0,5.38591959186071,0,0,1.12465598232272,0,0,0,16.3606067095891,129.704399928931,5,2,0,0,2004-10-02,2004,10,2466,275
61,61,0,0,6.19726739115368,0,0,4.86247626264053,0,0,0,163.800685296065,164.121567317579,6,3,0,1,2004-10-02,2004,10,2466,275
62,61,0,0,4.69510183665119,0,0,2.18685638803517,0,0,0,166.721742091595,161.639267072616,6,3,0,1,2004-10-02,2004,10,2466,275
63,61,0,0,4.61897663550737,0,0,8.75515219857288,0,0,0,170.185834434808,161.706123821096,6,3,0,1,2004-10-02,2004,10,2466,275
64,61,0,0,4.55263398053694,0,0,6.92180792347622,0,0,0,158.160305300194,154.562457466387,6,3,0,1,2004-10-02,2004,10,2466,275
65,61,0,0,2.93319270965553,0,0,3.42780783770364,0,0,0,158.277962215774,152.816721362976,6,3,0,1,2004-10-02,2004,10,2466,275
66,61,0,0,8.33210230027031,0,0,8.06039934658364,0,0,0,157.795122961006,148.816005188868,6,3,0,1,2004-10-02,2004,10,2466,275
67,61,0,0,4.87682284526362,0,-1.96313730097254,0,0,0,0,NA,NA,6,3,0,0,2004-10-02,2004,10,2466,275
68,61,0,0,2.62360347700106,0,0,2.25758015214268,0,0,0,147.714739134704,159.695299341689,6,3,0,0,2004-10-02,2004,10,2466,275
69,61,0,0,1.58517796896618,0,0,0,0,0,0,145.08939986545,160.867562602333,6,3,0,0,2004-10-02,2004,10,2466,275
70,61,0,0,0.610040229781095,0,0,1.00014288655641,0,0,0,156.150898796888,165.490053450557,6,3,0,0,2004-10-02,2004,10,2466,275
71,61,0,0,0,0,0,0,0,0,0,156.835445339795,168.780363973415,6,3,0,0,2004-10-02,2004,10,2466,275
72,61,0,0,5.46619283072631,0,0,4.77279140507214,0,0,0,156.137004822907,172.20390611372,6,3,0,0,2004-10-02,2004,10,2466,275
1,63,0,0,0,0,0,15.4999559696208,0,0,0,NA,NA,1,1,0,0,2004-12-18,2004,12,2543,352
2,63,1.50449289583311,0,9.55516602148683,1.30531024344307,0,11.1784272707994,0,0,0,NA,NA,1,1,0,0,2004-12-18,2004,12,2543,352
3,63,1.19069422429255,0,8.05878954197623,0,0,18.8867794742952,0,0,0,26.0791734837054,463.610890423291,1,1,0,0,2004-12-18,2004,12,2543,352
4,63,0,0,3.30576672165971,0,0,23.2074554214875,0,0,0,NA,NA,1,1,0,1,2004-12-18,2004,12,2543,352
5,63,0.535253507154487,0,7.70462534640227,0,0,32.5433479082874,0,0,0,15.6143176607629,454.174897515308,1,1,0,1,2004-12-18,2004,12,2543,352
6,63,0,0,6.58731260617199,0,0,20.3628094014501,0,0,0,NA,NA,1,1,0,1,2004-12-18,2004,12,2543,352
7,63,0,0,10.8430525598869,2.2247160951266,0,12.8019393572721,0,0,0,6.58275624231656,456.863868576625,1,1,0,1,2004-12-18,2004,12,2543,352
8,63,0,0,8.12391940569454,0,0,2.78206627327928,0,0,0,4.65237782536246,457.263283072285,1,1,0,1,2004-12-18,2004,12,2543,352
9,63,1.60808144216419,0,2.72512788724415,0,0,9.85359522496002,0,0,0,3.13529002206533,457.374502798104,1,1,0,1,2004-12-18,2004,12,2543,352
10,63,0,0,1.54755185806086,0,0,18.5972225657966,0,0,0,7.33250505321454,461.468185754259,1,1,0,0,2004-12-18,2004,12,2543,352
11,63,0.740289006374472,0,1.77492894181666,0,0,14.7034952495277,0,0,0,10.4543812194987,469.053045249221,1,1,0,0,2004-12-18,2004,12,2543,352
12,63,0,0,3.11052299104656,2.15641792198176,0,12.3574790541196,0,0,0,10.0229852608838,472.093382604188,1,1,0,0,2004-12-18,2004,12,2543,352
13,63,0,0,5.90475917940092,0.509583139447598,0,27.6350792588298,0,0,0,143.536193306607,495.877808000882,2,1,1,1,2004-12-18,2004,12,2543,352
16,63,0,0,1.39314680626993,0,0,13.8399311508643,0,0,0,140.595017872302,487.901071091808,2,1,1,1,2004-12-18,2004,12,2543,352
17,63,1.06309337189549,0,4.15580386455099,0,0,20.5722760738288,0,0,0,140.728408357868,486.744740681272,2,1,1,1,2004-12-18,2004,12,2543,352
18,63,0,0,8.59810777199093,1.87153462944392,0,16.263067138241,0,0,0,140.219190874618,485.408309514947,2,1,1,1,2004-12-18,2004,12,2543,352
19,63,0,0,16.3459871251577,0,0,16.5861948972,0,0,0,134.595592049068,490.905496200262,2,1,1,0,2004-12-18,2004,12,2543,352
20,63,0,0,4.27740756316113,1.76470976524352,0,13.0606261163632,0,0,0,130.444634020807,491.143390762066,2,1,1,0,2004-12-18,2004,12,2543,352
21,63,0,0,7.9856106025153,0,0,29.6334996603371,0,0,0,128.662965565304,490.975697765585,2,1,1,0,2004-12-18,2004,12,2543,352
22,63,0,0,44.7800514259286,0,0,21.2000999317177,0,0,0,136.377607528524,498.564578075477,2,1,1,0,2004-12-18,2004,12,2543,352
23,63,0,0,6.45136000685446,10.4842552901298,0,21.7959897917521,0,0,0,136.400437860386,504.643310219923,2,1,1,0,2004-12-18,2004,12,2543,352
24,63,0,0,7.66719065975042,2.40378883719873,0,34.943248314144,0,0,0,136.189125755376,506.099511883354,2,1,1,0,2004-12-18,2004,12,2543,352
25,63,0,0,7.05400224593444,0,0,21.8896053902427,0,0,0,4.48253601800892,237.310912134074,3,2,1,0,2004-12-18,2004,12,2543,352
26,63,0,0,2.01321405593476,0,0,9.70187389699407,0,0,0,6.61267268904914,237.467322102073,3,2,1,0,2004-12-18,2004,12,2543,352
27,63,0,0,2.58184393836466,0.750170280752075,0,4.58637682097068,0,0,0,10.3310760296254,237.707309305496,3,2,1,0,2004-12-18,2004,12,2543,352
28,63,0,0,28.5781307785319,0,0,16.3701180558166,0,0,0,1.97464556146879,230.613774146605,3,2,1,1,2004-12-18,2004,12,2543,352
29,63,0.732342020796716,0,11.564137885176,0,0,4.81426952702387,0,0,0,1.99648029786844,227.184506382921,3,2,1,1,2004-12-18,2004,12,2543,352
30,63,0.916676101747916,0,21.2092399997125,1.16588894639796,0,3.05494452172225,0,0,0,1.89798862958539,222.942211838242,3,2,1,1,2004-12-18,2004,12,2543,352
31,63,0,0,13.7846252910304,0,0,8.03775110794811,0,0,0,-7.15595601899253,230.137970327543,3,2,1,1,2004-12-18,2004,12,2543,352
32,63,0.573516258794297,0,5.12526086724644,0.349658282485896,0,5.77633611679159,0,0,0,-8.51656489690314,230.129854870543,3,2,1,1,2004-12-18,2004,12,2543,352
33,63,0,0,4.43326611961167,0,0,13.4108618452503,0,0,0,-10.1819755033672,228.928189790243,3,2,1,1,2004-12-18,2004,12,2543,352
34,63,0,0,0,0,0,0,0,0,0,-2.8896032625905,237.565019542449,3,2,1,0,2004-12-18,2004,12,2543,352
35,63,0,0,3.1611449219737,1.5813040258581,0,12.6233518479499,0,0,0,-1.75632508108452,241.625111308262,3,2,1,0,2004-12-18,2004,12,2543,352
36,63,0,0,11.1202164138065,1.023297462053,0,24.1392577556368,0,0,0,-0.427197265283505,246.73611116136,3,2,1,0,2004-12-18,2004,12,2543,352
38,63,0,0,8.73642067163401,0.883956587843302,0,20.2674369287283,0,0,0,131.9991158778,316.25872155639,4,3,1,0,2004-12-18,2004,12,2543,352
39,63,0,0,21.33025115822,4.59218591670958,0,29.2826904800832,0,0,0,133.51737910484,315.89147977918,4,3,1,0,2004-12-18,2004,12,2543,352
40,63,0,0,25.0905575455441,0.353782760860689,0,32.2361776423983,0,0,0,120.374459544567,309.722729188392,4,3,1,0,2004-12-18,2004,12,2543,352
41,63,0,0,0.608716846921647,0,0,6.978420172024,0,0,0,119.302030817482,307.734152317727,4,3,1,0,2004-12-18,2004,12,2543,352
42,63,1.51194031996607,0,16.1323957558309,3.09423040288695,0,13.2950313963561,0,0,0,117.685840817869,303.806082073302,4,3,1,0,2004-12-18,2004,12,2543,352
43,63,0,0,3.73627869612569,0,0,38.8420194488475,0,0,0,113.467739281492,314.55913465151,4,3,1,1,2004-12-18,2004,12,2543,352
44,63,0.391484471240561,0,14.0234752107265,0.91859411897907,0,16.282941402244,0,0,0,109.37935835955,313.96182697251,4,3,1,1,2004-12-18,2004,12,2543,352
45,63,0,0,5.68670785753566,0,0,19.3884172631949,0,0,0,108.320991150716,315.790725048179,4,3,1,1,2004-12-18,2004,12,2543,352
46,63,0.906268332836443,0,9.68805260797303,0,0,30.1051835972096,0,0,0,118.361646355229,324.07084982471,4,3,1,1,2004-12-18,2004,12,2543,352
47,63,0.343780832497655,0,3.46530282567205,0,0,7.57117100815191,0,0,0,118.40911013529,325.51118734285,4,3,1,1,2004-12-18,2004,12,2543,352
48,63,1.83854059960391,0,3.81884329498197,0.275865152021623,0,21.1972268948339,0,0,0,117.915430733629,327.877797083958,4,3,1,1,2004-12-18,2004,12,2543,352
49,63,0,0,8.08508024825432,0.716181356895619,0,7.49637646667375,0,0,0,22.5056070418115,120.349846758796,5,2,0,1,2004-12-18,2004,12,2543,352
50,63,0,0,46.5573360901742,5.04168104393333,0,7.52198688433848,0,0,0,26.6759942895578,119.743577796122,5,2,0,1,2004-12-18,2004,12,2543,352
51,63,0.698254420110921,0,12.8697293838982,0,0,8.19449880848403,0,0,0,28.3925992504049,120.018794738012,5,2,0,1,2004-12-18,2004,12,2543,352
53,63,1.3694595458602,0,28.720843220347,0,0,19.5168884782911,0,0,0,19.524150362894,109.045581873764,5,2,0,1,2004-12-18,2004,12,2543,352
54,63,0,0,0.785757937926928,0,0,21.1222275068392,0,0,0,19.6456451567674,106.132685543379,5,2,0,1,2004-12-18,2004,12,2543,352
55,63,0.896115602549789,0,11.2016924568602,0.948640517721487,0,23.7163757747331,0,0,0,14.1680710631876,115.684176955481,5,2,0,0,2004-12-18,2004,12,2543,352
56,63,0,0,13.2351319876795,0,0,24.3505692960453,0,0,0,12.9028354322694,116.449165312867,5,2,0,0,2004-12-18,2004,12,2543,352
57,63,0,0,12.3434473147901,0,0,17.6554285626725,0,0,0,9.93991920368886,116.296335077776,5,2,0,0,2004-12-18,2004,12,2543,352
58,63,0,0,0,0,0,8.88718473349939,0,0,0,16.55459294105,124.858778148039,5,2,0,0,2004-12-18,2004,12,2543,352
59,63,0,0,8.90962124742411,0,0,6.31268922984382,0,0,0,16.845590742682,128.38958863911,5,2,0,0,2004-12-18,2004,12,2543,352
60,63,0,0,11.7627739900023,0,0,9.49498307393996,0,0,0,16.3606067095891,129.704399928931,5,2,0,0,2004-12-18,2004,12,2543,352
61,63,0,0,10.2724307824468,0,0,12.0362266683919,0,0,0,163.800685296065,164.121567317579,6,3,0,1,2004-12-18,2004,12,2543,352
62,63,0,0,2.50386707395409,3.24804312563831,0,30.2717982725714,0,0,0,166.721742091595,161.639267072616,6,3,0,1,2004-12-18,2004,12,2543,352
63,63,0,0,9.97479081077001,0.535974167646118,0,37.9922178551275,0,0,0,170.185834434808,161.706123821096,6,3,0,1,2004-12-18,2004,12,2543,352
64,63,0,0,8.70930186810237,0,0,8.24586437438636,0,0,0,158.160305300194,154.562457466387,6,3,0,1,2004-12-18,2004,12,2543,352
65,63,1.84193318524749,0,8.33515385472491,0,0,0.559156162276209,0,0,0,158.277962215774,152.816721362976,6,3,0,1,2004-12-18,2004,12,2543,352
66,63,0,0,4.59202349245373,0,0,4.66811023409784,0,0,0,157.795122961006,148.816005188868,6,3,0,1,2004-12-18,2004,12,2543,352
67,63,0.513003339120183,0,9.02861884787774,0,0,0,0,0,0,NA,NA,6,3,0,0,2004-12-18,2004,12,2543,352
68,63,0.631792069203704,0,2.18060220238582,0.163829799380044,0,10.7982349896579,0,0,0,147.714739134704,159.695299341689,6,3,0,0,2004-12-18,2004,12,2543,352
69,63,0,0,5.89287123771321,0,0,1.28966870156337,0,0,0,145.08939986545,160.867562602333,6,3,0,0,2004-12-18,2004,12,2543,352
70,63,1.19849560361643,0,1.52620999999126,0,-0.998247042047385,11.248075899145,0,0,0,156.150898796888,165.490053450557,6,3,0,0,2004-12-18,2004,12,2543,352
72,63,0,0,1.12422008944457,1.22561806521528,0,19.1751755936014,0,0,0,156.137004822907,172.20390611372,6,3,0,0,2004-12-18,2004,12,2543,352
1,64,0,0,0,0,0,15.4999559696208,0,0,0,NA,NA,1,1,0,0,2005-02-13,2005,2,2600,43
2,64,1.89752513325929,0,11.4526911547461,0,0,11.1784272707994,0,0,0,NA,NA,1,1,0,0,2005-02-13,2005,2,2600,43
3,64,0,0,8.05878954197623,0,0,18.8867794742952,0,0,0,26.0791734837054,463.610890423291,1,1,0,0,2005-02-13,2005,2,2600,43
4,64,0,0,3.30576672165971,0,0,23.2074554214875,0,0,0,NA,NA,1,1,0,1,2005-02-13,2005,2,2600,43
5,64,0,0,7.70462534640227,0,0,32.5433479082874,0,0,0,15.6143176607629,454.174897515308,1,1,0,1,2005-02-13,2005,2,2600,43
6,64,0,0,6.58731260617199,0.784975882620886,0,21.147785284071,0,0,0,NA,NA,1,1,0,1,2005-02-13,2005,2,2600,43
7,64,0,0,10.8430525598869,0,0,12.8019393572721,0,0,0,6.58275624231656,456.863868576625,1,1,0,1,2005-02-13,2005,2,2600,43
8,64,0,0,8.12391940569454,0,0,2.28572787766807,0,0,0,4.65237782536246,457.263283072285,1,1,0,1,2005-02-13,2005,2,2600,43
9,64,0,0,2.72512788724415,0,0,9.85359522496002,0,0,0,3.13529002206533,457.374502798104,1,1,0,1,2005-02-13,2005,2,2600,43
10,64,0,0,1.54755185806086,0,0,18.5972225657966,0,0,0,7.33250505321454,461.468185754259,1,1,0,0,2005-02-13,2005,2,2600,43
11,64,0,0,0,0,0,14.7034952495277,0,0,0,10.4543812194987,469.053045249221,1,1,0,0,2005-02-13,2005,2,2600,43
12,64,0,0,3.11052299104656,2.64702103034682,0,15.0045000844664,0,0,0,10.0229852608838,472.093382604188,1,1,0,0,2005-02-13,2005,2,2600,43
13,64,0,0,5.90475917940092,0,0,27.6350792588298,0,0,0,143.536193306607,495.877808000882,2,1,1,1,2005-02-13,2005,2,2600,43
16,64,0,0,1.39314680626993,0.771517826013507,0,14.6114489768778,0,0,0,140.595017872302,487.901071091808,2,1,1,1,2005-02-13,2005,2,2600,43
17,64,0.887676924166427,0,5.04348078871742,0,-0.875000546433277,19.6972755273955,0,0,0,140.728408357868,486.744740681272,2,1,1,1,2005-02-13,2005,2,2600,43
18,64,0,0,8.59810777199093,1.46899632301405,0,17.7320634612551,0,0,0,140.219190874618,485.408309514947,2,1,1,1,2005-02-13,2005,2,2600,43
19,64,0,0,16.3459871251577,0,0,16.5861948972,0,0,0,134.595592049068,490.905496200262,2,1,1,0,2005-02-13,2005,2,2600,43
20,64,0,0,5.16447947640326,0,0,13.0606261163632,0,0,0,130.444634020807,491.143390762066,2,1,1,0,2005-02-13,2005,2,2600,43
21,64,0,0,7.9856106025153,0,0,29.6334996603371,0,0,0,128.662965565304,490.975697765585,2,1,1,0,2005-02-13,2005,2,2600,43
22,64,0,0,44.7800514259286,1.22302827202061,0,17.2454543308553,0,0,0,136.377607528524,498.564578075477,2,1,1,0,2005-02-13,2005,2,2600,43
23,64,0,0,6.45136000685446,14.1026975443726,0,35.8986873361247,0,0,0,136.400437860386,504.643310219923,2,1,1,0,2005-02-13,2005,2,2600,43
24,64,0,0,7.66719065975042,2.36087677623601,0,49.0580526342018,0,0,0,136.189125755376,506.099511883354,2,1,1,0,2005-02-13,2005,2,2600,43
25,64,0,0,7.05400224593444,0,0,21.8896053902427,0,0,0,4.48253601800892,237.310912134074,3,2,1,0,2005-02-13,2005,2,2600,43
26,64,0.551998529924483,0,2.56521258585924,0,-0.897348113163466,8.80452578383061,0,0,0,6.61267268904914,237.467322102073,3,2,1,0,2005-02-13,2005,2,2600,43
27,64,0,0,2.58184393836466,0,0,4.58637682097068,0,0,0,10.3310760296254,237.707309305496,3,2,1,0,2005-02-13,2005,2,2600,43
28,64,0,0,28.5781307785319,1.77462905923424,0,18.1447471150509,0,0,0,1.97464556146879,230.613774146605,3,2,1,1,2005-02-13,2005,2,2600,43
29,64,0,0,11.564137885176,0,0,4.81426952702387,0,0,0,1.99648029786844,227.184506382921,3,2,1,1,2005-02-13,2005,2,2600,43
30,64,2.12801068949777,0,23.3372506892102,0.368329397556584,0,3.42327391927884,0,0,0,1.89798862958539,222.942211838242,3,2,1,1,2005-02-13,2005,2,2600,43
31,64,0,0,13.7846252910304,0,0,8.03775110794811,0,0,0,-7.15595601899253,230.137970327543,3,2,1,1,2005-02-13,2005,2,2600,43
32,64,0,0,5.12526086724644,0,-0.349658282485896,5.42667783430569,0,0,0,-8.51656489690314,230.129854870543,3,2,1,1,2005-02-13,2005,2,2600,43
33,64,0.274655215173767,0,4.70792133478544,0,0,13.4108618452503,0,0,0,-10.1819755033672,228.928189790243,3,2,1,1,2005-02-13,2005,2,2600,43
34,64,0,0,0,0,0,0,0,0,0,-2.8896032625905,237.565019542449,3,2,1,0,2005-02-13,2005,2,2600,43
35,64,0,0,3.1611449219737,0,0,12.6233518479499,0,0,0,-1.75632508108452,241.625111308262,3,2,1,0,2005-02-13,2005,2,2600,43
36,64,0,-0.691467002375843,12.146412692251,1.42693383222449,0,25.5661915878613,0,0,0,-0.427197265283505,246.73611116136,3,2,1,0,2005-02-13,2005,2,2600,43
38,64,3.7569078273434,0,12.4933284989774,0.700066405000413,-3.50658299097467,17.460920342754,0,0,0,131.9991158778,316.25872155639,4,3,1,0,2005-02-13,2005,2,2600,43
